,title,vote_count,vote_average,overview,release_date,popularity,original_language
8792,The Glass Key,103,6.612,A crooked politician finds himself being accused of murder by a gangster from whom he refused help during a re-election campaign.,1942-09-08,17.226,en
8793,The Deep End of the Ocean,375,6.448,"A three-year-old boy disappears during his mother's high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated.",1999-03-12,17.223,en
8794,The Wages of Fear,818,8.032,"In a run-down South American town, four men are paid to drive trucks loaded with nitroglycerin into the jungle through to the oil field. Friendships are tested and rivalries develop as they embark upon the perilous journey.",1953-04-22,17.223,fr
8795,True Legend,187,6.5,"Su Qi-Er, a wealthy man living during the Qing Dynasty who loses his fortune and reputation as a result of a conspiracy against him. After being forced out onto the streets, Su dedicates his life to martial arts and reemerges as a patriotic hero known as the ""King of Beggars.""",2010-02-09,17.221,zh
8796,A Perfect Enemy,124,6.573,"Famed architect Jeremy Angust is approached on his trip to the Paris Airport by a chatty girl named Texel Textor who needs a ride. He obliges and after they part ways at the airport entrance, he misses his flight. As he settles in the lounge, he encounters the mysterious young Texel again, who insists on telling her strange story — and the conversation grows stranger and more twisted until it turns sinister and deadly.",2021-06-11,17.219,en
8797,Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,63,7.0,"When Nobita turned the world into a world with magic with the what-if-telephone-booth-gadget, He and his world needed to defeat the threat that became reality in this world.",2007-03-10,17.219,ja
8798,The Verdict,564,7.465,"Frank Galvin is a down-on-his-luck lawyer and reduced to drinking and ambulance chasing, when a former associate reminds him of his obligations in a medical malpractice suit by serving it to Galvin on a silver platter—all parties are willing to settle out of court. Blundering his way through the preliminaries, Galvin suddenly realizes that the case should actually go to court—to punish the guilty, to get a decent settlement for his clients... and to restore his standing as a lawyer.",1982-12-08,17.219,en
8799,King Tweety,78,6.853,"Everyone's favorite yellow canary unexpectedly becomes next in line for the crown when the queen of an island paradise disappears. His Little Highness’ entourage includes motorbike daredevil Granny and sly Sylvester, whose allegiance is tested when he uncovers a sinister plot to eliminate Tweety for good.",2022-06-13,17.218,en
8800,Whisper,60,6.4,A young Nurse is assigned to look after a patient in a remote location in the English countryside. As the night continues she finds herself terrorized by an unseen force that is connected with her patient.,2022-01-23,17.218,en
8801,Sunny,140,7.9,"Seven girls become good friends in high school, then events pull them apart for 25 years. When one of the friends lies dying in a hospital, she wishes to see each of them one last time.",2011-05-04,17.218,ko
8802,The Case of the Bloody Iris,67,6.333,"A high-rise apartment populated by models, nightclub dancers and call girls becomes the focus of a mysterious serial killer. When a young model named Jennifer and her friend Marilyn move into one of the victims' former apartments, Jennifer becomes the next target and the pair try to identify the killer.",1972-08-04,17.218,it
8803,Narc,468,6.691,"When the trail goes cold on a murder investigation of a policeman, an undercover narcotics officer is lured back to the force to help solve the case.",2002-01-14,17.218,en
8804,Message in a Bottle,718,6.219,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.",1999-02-22,17.218,en
8805,The Wizard of Lies,524,6.655,"A look behind the scenes at Bernie Madoff's massive Ponzi scheme, how it was perpetrated on the public and the trail of destruction it left in its wake, both for the victims and Madoff's family.",2017-05-11,17.216,en
8806,A Man Called Horse,176,6.4,"In 1825, English peer Lord John Morgan is cast adrift in the American West. Captured by Sioux Indians, Morgan is at first targeted for quick extinction, but the tribesmen sense that he is worthy of survival. He eventually passes the many necessary tests that will permit him to become a member of the tribe.",1970-05-01,17.214,en
8807,Vampire Hunter D,442,6.632,"In a far-future time ruled by the supernatural, a young girl requests the help of a vampire hunter to kill the vampire who has bitten her and thus prevent her from becoming a vampire herself.",1985-12-21,17.214,ja
8808,Justice Society: World War II,517,7.5,"When the Flash finds himself dropped into the middle of World War II, he joins forces with Wonder Woman and her top-secret team known as the Justice Society of America.",2021-04-27,17.213,en
8809,The Return,498,7.476,The relationships among two pre-pubescent brothers and their estranged father are tested on a trip into the Russian wilderness.,2003-06-25,17.213,ru
8810,Dagon,351,6.2,"A boating accident off the coast of Spain sends Paul and his girlfriend Barbara to the decrepit fishing village of Imboca. As night falls, people start to disappear and things not quite human start to appear. Paul is pursued by the entire town. Running for his life, he uncovers Imboca's secret..they worship Dagon, a monstrous god of the sea...and Dagon's unholy offspring are on the loose...",2001-10-12,17.213,en
8811,You Again,1179,6.302,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",2010-09-23,17.212,en
8812,Messi,211,7.412,"His teachers, coaches, childhood friends and Barça teammates, together with journalists, writers and prominent figures from the history of football, come together in a restaurant to analyze and pick apart Messi's personality both on and off the field, and to look back at some of the most significant moments in his life. Viewed from Álex de la Iglesia's unique perspective, Messi recreates the player's childhood and teenage years, from his very first steps, with a football always at his feet, through to the decision to leave Rosario for Barcelona, the separation from his family, and the role played in his career by individuals such as Ronaldinho, Rijkaard, Rexach and Guardiola.",2014-09-06,17.211,es
8813,Balto II: Wolf Quest,490,6.251,Balto and his daughter Aleu embark on a journey of adventure and self discovery.,2002-02-19,17.211,en
8814,The Cassandra Crossing,184,6.239,"Passengers on a European train have been exposed to a deadly disease, and nobody will let them off the train.",1976-12-18,17.21,en
8815,Requiem for a Dream,9275,8.026,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,2000-10-06,17.208,en
8816,Mariah Carey's All I Want for Christmas Is You,56,5.2,"When young Mariah sees a darling little puppy named ""Princess"" at the pet store, she suddenly knows exactly what she wants for Christmas. But before her Christmas wish can come true, she must prove that she can dog-sit her uncle's dog, Jack, a scraggly rascal; in fact, the worst dog in the county!",2017-09-11,17.207,en
8817,Fantastic Fungi,136,7.261,"A vivid journey into the mysterious subterranean world of mycelium and its fruit— the mushroom. A story that begins 3.5 billion years ago, fungi makes the soil that supports life, connecting vast systems of roots from plants and trees all over the planet, like an underground Internet.  Through the eyes of renowned mycologist Paul Stamets, professor of forest ecology Suzanne Simard, best selling author Michael Pollan, food naturalist Eugenia Bone and others, we experience the power, beauty and complexity of the fungi kingdom.",2019-08-30,17.206,en
8818,Waitress,485,6.765,"Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",2007-05-25,17.206,en
8819,Au Revoir les Enfants,594,7.512,"Au revoir les enfants tells a heartbreaking story of friendship and devastating loss concerning two boys living in Nazi-occupied France. At a provincial Catholic boarding school, the precocious youths enjoy true camaraderie—until a secret is revealed. Based on events from writer-director Malle’s own childhood, the film is a subtle, precisely observed tale of courage, cowardice, and tragic awakening.",1987-10-07,17.206,fr
8820,Rugrats in Paris: The Movie,426,6.635,"A group of rambunctious toddlers travel a trip to Paris. As they journey from the Eiffel Tower to Notre Dame, they learn new lessons about trust, loyalty and love.",2000-11-17,17.204,en
8821,Stop-Loss,234,6.077,"A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.",2008-03-28,17.204,en
8822,Seoul Station,399,6.494,"In this animated prequel to ""Train to Busan,"" a group of survivors deals with a zombie pandemic that unleashes itself in downtown Seoul.",2016-08-17,17.203,ko
8823,Weekend at Bernie's,925,6.4,"Two friends are invited for a weekend to a luxury island with their boss. The boss gets killed and nobody seems to notice, except for the two friends. In order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. The killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again.",1989-07-05,17.203,en
8824,Son of Godzilla,176,6.341,Reporter Goro Maki stumbles upon scientists conducting weather experiments on Sollgel Island in the South Seas. He discovers the island is inhabited by giant mantis and a woman named Saeko who's been cast away since the death of her father. The pair soon find a helpless infant monster that Godzilla must adopt and learn to raise as one of his own.,1967-12-16,17.2,ja
8825,Perfect Stranger,864,5.788,"A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",2007-04-11,17.2,en
8826,Life Like,206,6.262,"An idealistic attractive young couple acquires a stunning, life-like robot for guilt free help, but as the three grow closer, their perception of humanity will be altered forever.",2019-05-14,17.199,en
8827,Cleopatra: Queen of Sex,34,5.75,"Three people from the future, who travel spiritually to the era of the Egyptian queen Cleopatra VII Philopator and her Roman lovers Julius Caesar and Mark Antony, become their closest friends as they try to unravel the nature of the plan developed in their own time by a sinister enemy.",1970-09-15,17.198,ja
8828,Of Gods and Men,335,6.679,"French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.",2010-09-08,17.198,fr
8829,Brooklyn's Finest,844,6.29,Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.,2010-03-04,17.197,en
8830,Nurse 3-D,420,5.3,"Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men.",2013-09-28,17.195,en
8831,The Swan Princess: The Mystery of the Enchanted Kingdom,238,6.008,"The royal couple Odette and Derek face yet another evil magician, this time a woman named Zelda. Lusting for the treasure of the Forbidden Arts, which will give her absolute power, Zelda kidnaps Odette as ransom. Derek and several animal friends head off to rescue Odette",1998-08-04,17.195,en
8832,Collateral Damage,1271,5.755,Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.,2002-02-06,17.195,en
8833,Ramona and Beezus,732,6.527,"Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other.",2010-07-23,17.192,en
8834,Maniac Cop,413,6.1,"In New York, people are slain and strangled to death brutally on the open street. All witnesses agree that the murderer was in a cop's uniform. Soon the police search and find a suspect in its own ranks: Jack Forrest, suspected of murdering his own wife and the rest of the unfortunate individuals to die by the Maniac Cop’s reign of terror. To prove his innocence, he investigates the case with his partner, Theresa Mallory.",1988-05-13,17.192,en
8835,Killing Zoe,306,6.242,"Zed is an American vault-cracker who travels to Paris to meet up with his old friend Eric. Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.",1993-10-01,17.191,en
8836,One Piece: Heart of Gold,74,7.446,"A girl named Olga is pursued by both the World Government and a man named Mad Treasure, as she is the only one who knows the location of the Pure Gold, a substance that can buy the entire world. Olga ends up sailing with the Straw Hat Pirates, and they journey to find the Pure Gold on the lost island of Alchemi, which is located inside the stomach of a large angler fish named Bonbori.",2016-12-31,17.19,ja
8837,The Man Who Killed Don Quixote,954,6.77,"Toby, a cynical film director finds himself trapped in the outrageous delusions of an old Spanish shoe-maker who believes himself to be Don Quixote. In the course of their comic and increasingly surreal adventures, Toby is forced to confront the tragic repercussions of a film he made in his idealistic youth.",2018-05-19,17.189,en
8838,Brainstorm,222,6.2,Two brilliant research scientists have invented a device capable of recording and playing back sensory experiences only to have devastating results when one of them records their own death.,1983-09-30,17.189,en
8839,One Million Years B.C.,190,6.097,"As the Earth wrestles with its agonizing birth, the peoples of this barren and desolate world struggle to survive. Driven by animal instinct they compete against the harsh conditions, their giant predators, and warring tribes. When two people from opposing clans fall in love, existing conventions are shattered forever as each tribe struggles for supremacy and Man embarks on his tortuous voyage of civilization.",1966-11-24,17.189,en
8840,Detective Conan: Private Eye in the Distant Sea,96,6.6,"The movie is set on a state-of-the art Aegis vessel with the full cooperation of Japan's real-life Ministry of Defense and Maritime Self-Defense Force. The corpse of a Self-Defense Force member has been found — minus the left arm — and a spy has infiltrated the Aegis vessel. The heroine Ran is put in jeopardy, and Conan is forced to stand up against the dangerous Spy ""X.""",2013-04-19,17.188,ja
8841,Au Hasard Balthazar,398,7.6,"The story of a donkey Balthazar as he is passed from owner to owner, some kind and some cruel but all with motivations beyond his understanding. Balthazar, whose life parallels that of his first keeper, Marie, is truly a beast of burden, suffering the sins of humankind. But despite his powerlessness, he accepts his fate nobly.",1966-05-25,17.187,fr
8842,XOXO,578,5.993,"XOXO follows six strangers whose lives collide in one frenetic, dream-chasing, hopelessly romantic night.",2016-08-26,17.185,en
8843,Anatomy,258,6.099,"Medical student Paula wins a place at an exclusive Heidelberg medical school. When the body of a young man she met on the train turns up on her dissection table, she begins to investigate the mysterious circumstances surrounding his death.",2000-02-03,17.185,de
8844,Joshua Tree,137,6.0,"Wellman Santee (Dolph Lundgren) a former race car driver, whose livelihood is transporting exotic stolen super cars, is involved, with his partner Eddie, in shoot out, resulting in the deaths of his friend and a highway cop. Santee is framed for the cop's murder and jailed in a maximum security prison. A few months later, Santee breaks out after narrowly escaping an attempt on his life. He reaches a local diner where he steals a car, abducts the owner, Rita and flees, completely unaware that his hostage is a deputy sheriff. A massive manhunt ensues, spearheaded by Lt. Severance a tough, obessive cop. Santee leads the detective and his men on a dramatic high speed chase, from the desert wilderness to the streets of downtown Los Angeles. Santee's out to clear his name and when it comes to getting even, he's taking revenge into overdrive.",1993-04-08,17.184,en
8845,Boiler Room,594,6.745,A college dropout gets a job as a broker for a suburban investment firm and is on the fast track to success—but the job might not be as legitimate as it sounds.,2000-02-18,17.184,en
8846,Selma,2096,7.401,"""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Voting Rights Act.",2014-12-25,17.183,en
8847,10 Minutes Gone,203,5.369,"Crime boss Rex hires Frank and his crew to steal a priceless jewel stash — but the job goes wrong when someone tips off the cops. After Frank suffers a blow to the head, he wakes up to find the jewels gone and no memory of his attacker. Now, Frank must confront his team members one by one to find the traitor — before Rex covers his tracks by having Frank murdered.",2019-09-30,17.181,en
8848,Don,239,6.954,"DCP DeSilva sees a way to bring to justice the feared head of a criminal empire by recruiting a man named Vijay, who looks exactly like the crime boss. The ruse works too well, and soon Vijay finds his life in danger when DeSilva, the only one who knows his true identity, dies.",2006-10-20,17.18,hi
8849,Fool's Paradise,39,4.6,"A down-on-his-luck publicist discovers a recently released mental health patient who looks just like a misbehaving movie star. The publicist subs him into a film, creating a new star. But fame and fortune are not all they are cracked up to be.",2023-05-12,17.179,en
8850,12 Gifts of Christmas,213,6.085,"When Anna Parisi, an unemployed fine arts painter, is unable to make ends meet, she is hired to become a personal Christmas shopper for Marc, an uptight corporate exec.  As they begin working together, Marc learns that Christmas giving has less to do with the amount of money spent and more to do with the importance of the gift, while Anna discovers she might find success as an artist in a way she never expected.  The best gift of all of course is the love they discover with one another.",2015-11-26,17.179,en
8851,Geronimo: An American Legend,230,6.26,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs.",1993-12-10,17.179,en
8852,Dragon Quest: Your Story,190,6.705,Luca follows in his father's footsteps to rescue his mother from evil Ladja. Finding the heavenly hero who wields the Zenithian sword is his only hope.,2019-08-02,17.178,ja
8853,Submarine,1340,7.392,"15-year-old deep-thinking Welsh schoolboy Oliver Tate struggles to initiate and maintain a relationship with Jordana, his devilish, dark-haired classmate at their Swansea high school. As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.",2011-03-18,17.178,en
8854,Chances Are,241,6.7,"Louie Jeffries is happily married to Corinne. On their first anniversary, Louie is killed crossing the road. Louie is reincarnated as Alex Finch, and twenty years later, fate brings Alex and Louie's daughter, Miranda, together. It's not until Alex is invited to Louie's home that he begins to remember his former life, wife and best friend. Of course, there's also the problem that he's attracted to Louie's/his own daughter.",1989-03-10,17.177,en
8855,Paterson,1741,7.101,"A week in the life of Paterson, a poet bus driver, and his wife Laura, a very creative artist, who live in Paterson, New Jersey, hometown of many famous poets and artists.",2016-11-17,17.176,en
8856,"Love, Chunibyo & Other Delusions! Rikka Version",75,7.2,"Summary of the first season of the show, as seen from Rikka's perspective with new elements.",2013-09-14,17.176,ja
8857,Rang De Basanti,401,7.127,"After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.",2006-01-26,17.175,hi
8858,A Grand Day Out,765,7.489,"Wallace and Gromit have run out of cheese, and this provides an excellent excuse for the duo to take their holiday to the moon, where, as everyone knows, there is ample cheese.",1990-05-18,17.174,en
8859,Christmas at Pemberley Manor,72,6.3,"As Christmas approaches, Elizabeth Bennett, a New York event planner is sent to a quaint, small town to organize a holiday festival. When she arrives, she finds William Darcy, a high-profile billionaire lacking in holiday spirit, in the process of selling the charming estate she hoped to use as a venue. Elizabeth persuades the reluctant Darcy to let her hold the festival on the historical estate and, before long, the unlikely pair begins falling for each other.",2018-10-27,17.173,en
8860,Catman,202,7.5,"Liang Qu is a chic, confident and cold but charming half cat, half human due to a magic spell and he has the ability to melt/heal broken hearts. He lives with Miao Xiao Wan, an honest, confident woman who's created an app that translates cats' sounds and language.",2021-05-18,17.172,zh
8861,Compliance,609,6.366,"On a particularly busy day at a suburban Ohio fast food restaurant, manager Sandra receives a phone call from a police officer saying that an employee has stolen money from a customer.",2012-08-23,17.171,en
8862,See No Evil,588,5.4,"A group of delinquents are sent to clean the Blackwell Hotel but little do they know reclusive psychopath Jacob Goodnight has holed away in the rotting hotel. When one of the teens is captured, those who remain band together to survive against the brutal killer.",2006-05-19,17.171,en
8863,7 Prisoners,320,7.075,An impoverished teen seeking to escape the clutches of a human trafficker must weigh living up to his moral code against his struggle to survive.,2021-10-22,17.169,pt
8864,Partly Cloudy,969,7.796,"Everyone knows that the stork delivers babies, but where do the storks get the babies from? The answer lies up in the stratosphere, where cloud people sculpt babies from clouds and bring them to life. Gus, a lonely and insecure grey cloud, is a master at creating ""dangerous"" babies. Crocodiles, porcupines, rams and more - Gus's beloved creations are works of art, but more than a handful for his loyal delivery stork partner, Peck. As Gus's creations become more and more rambunctious, Peck's job gets harder and harder. How will Peck manage to handle both his hazardous cargo and his friend's fiery temperament?",2009-05-28,17.169,en
8865,Allan Quatermain and the Lost City of Gold,235,4.745,"After his brother Robeson disappears without a trace while exploring Africa in search of a legendary 'white tribe', Allan Quatermain decides to follow in his footsteps to learn what became of him. Soon after arriving, he discovers the Lost City of Gold, controlled by the evil lord Agon, and mined by his legions of white slaves.",1986-12-17,17.168,en
8866,Barbie: Star Light Adventure,156,7.003,"Barbie is a cosmic princess who flies high on her hoverboard through a far-off universe with her adorable and devoted pet sidekick, Pupcorn. One day, everything changes when the twinkling stars start to dim and slow their dance in the sky. Barbie travels to a beautiful new planet to join a special rescue team on a mission to save the stars. Once there, she teams up with a group of talented new friends who work together to save the galaxy through exciting hoverboarding adventures. Barbie soon discovers that if she listens to her heart, and with the help of her friends, she might be the leader the whole universe has been waiting for!",2016-08-12,17.167,en
8867,Disquiet,51,6.451,"After a near-fatal car accident, Sam wakes to discover he is trapped in an abandoned hospital by mysterious and sinister forces that have no intention of letting him leave…",2023-02-10,17.166,en
8868,The Last Man,111,5.644,"Tov Matheson is a war veteran with PTSD who perceives that the apocalypse is coming. After starting a relationship with a dubious Messiah, he leaves his normal life and begins the construction of a shelter underground, training himself, in an extreme way, at the cost of losing everything and making people believe he is insane. When he also believes it, something extraordinary happens.",2018-09-06,17.165,en
8869,Mosul,250,6.706,"When ISIS took their homes, families and city, one group of men fought to take it all back. Based on true events, this is the story of the Nineveh SWAT team, a renegade police unit who waged a guerrilla operation against ISIS in a desperate struggle to save their home city of Mosul.",2019-09-04,17.163,ar
8870,9to5: Days in Porn,73,5.712,"9to5 - Days in Porn focuses on the people behind a controversial and multi-billion dollar industry ""The Adult Entertainment industry"". It depicts their stories, each one different, unadorned and authentic, without glorification or prejudice. It delivers deep insight into their personal lives - from glamorous to grotesque - strange, fascinating, offensive, absurd and sometimes funny moments all at once.",2008-08-24,17.162,en
8871,开国将帅授衔1955,0,0.0,,2023-11-24,17.161,zh
8872,Phantom,288,5.823,"The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery.",2013-01-03,17.158,en
8873,The Last Letter from Your Lover,538,7.463,A young journalist in London becomes obsessed with a series of letters she discovers that recounts an intense star-crossed love affair from the 1960s.,2021-07-23,17.157,en
8874,Mike's New Car,645,6.881,"Mike discovers that being the top-ranking laugh collector at Monsters, Inc. has its benefits – in particular, earning enough money to buy a six-wheel-drive car that's loaded with gadgets. That new-car smell doesn't last long enough, however, as Sulley jump-starts an ill-fated road test that teaches Mike the true meaning of buyer's remorse.",2002-05-24,17.157,en
8875,I Am Wrath,593,5.546,A man is out for justice after a group of corrupt police officers are unable to catch his wife's killer.,2016-04-14,17.156,en
8876,Rare Exports: A Christmas Tale,494,6.249,"Young Pietari lives with his reindeer-herding father in arctic Finland. On the eve of Christmas, a nearby excavation makes a frightening discovery and an evil Santa Claus is unleashed…",2010-12-03,17.156,fi
8877,Jackass 3D,1274,6.611,"Johnny Knoxville, Bam Margera, Steve-O, Wee Man and the rest of their fearless and foolhardy friends take part in another round of outrageous pranks and stunts. In addition to standing in the path of a charging bull, launching themselves into the air and crashing through various objects, the guys perform in segments such as ""Sweatsuit Cocktail,"" ""Beehive Tetherball"" and ""Lamborghini Tooth Pull.""",2010-10-15,17.156,en
8878,Tsunami,6,4.6,A series of explosions carried out by an oil drilling platform in the North Sea  causes little earthquakes and alarm the population of coastal areas closest to the epicenter.,2005-08-28,17.156,de
8879,Ghost House,184,5.698,A young couple go on an adventurous vacation to Thailand only to find themselves haunted by a malevolent spirit after naively disrespecting a Ghost House.,2017-07-21,17.155,en
8880,The Object of My Affection,286,5.818,"A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.",1998-04-17,16.969,en
8881,Who's Harry Crumb?,287,6.0,Harry Crumb is a bumbling and inept private investigator who is hired to solve the kidnapping of a young heiress which he's not expected to solve because his employer is the mastermind behind the kidnapping.,1989-02-03,16.969,en
8882,Curious George 2: Follow That Monkey!,105,6.6,"The film chronicles George's adventures as he befriends Kayla, a baby elephant, at a magic circus show and helps her travel across the country to be reunited with her family.Accompanied by his friend, the Man with the Yellow Hat, George travels by foot, train, and truck to reach Kayla's brother and sister in California, only to be accused of elephant-napping and brought all the way back to New York.",2009-08-07,16.966,en
8883,Used Cars,218,6.342,"When the owner of a struggling used car lot is killed, it's up to the lot's hot-shot salesman to save the property from falling into the hands of the owner's ruthless brother and used-car rival.",1980-07-11,16.966,en
8884,Harmony,68,6.9,"Set in a future world. Japan has created a great medical technology that controls ethics, health, and social interaction to create a perfect world. Three young girls attempt to stand up to this by committing suicide, but it doesn't work. Years later, Tuan, one of the girls who attempted suicide must prevent a crisis that threatens this ""perfect"" world.",2015-11-13,16.965,ja
8885,Transformers: Revenge of the Fallen,7998,6.172,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",2009-06-19,16.965,en
8886,The Apparition,384,4.392,"Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence.",2012-08-23,16.963,en
8887,Point of No Return,639,6.228,"Hardened criminal Maggie Hayward's consistent violence, even in police custody, ends in the execution chamber. However, top-secret US government agent 'Bob' arranges a staged death, so Maggie can be elaborately trained as a phantom killer and subdued into obedience.",1993-03-19,16.963,en
8888,Analyze That,1128,5.788,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",2002-12-06,16.963,en
8889,Kes,356,7.497,"Bullied at school and ignored and abused at home by his indifferent mother and older brother, Billy Casper, a 15-year-old working-class Yorkshire boy, tames and trains his pet kestrel falcon whom he names Kes. Helped and encouraged by his English teacher and his fellow students, Billy finally finds a positive purpose to his unhappy existence—until tragedy strikes.",1970-04-03,16.96,en
8890,The Shamer's Daughter 2: The Serpent Gift,75,6.3,"The Shamer's Daughter, Dina, with the magical power of compelling people to admit their most secret shame, must save her family with her newly found father. But he is a Blackmaster, with the power to make people see and believe things that aren't true, so Dina must deal with having inherited this horrible power, while forging a relationship with a father she fears and mistrusts.",2019-01-24,16.959,da
8891,Ashes of Time,293,7.06,"Ouyang Feng is a heartbroken and cynical man who spends his days in the desert, connecting expert swordsmen with those seeking revenge and willing to pay for it. Throughout five seasons in exile, Ouyang spins tales of his clients' unrequited loves and unusual acts of bravery.",1994-09-17,16.959,cn
8892,Ghost World,1287,7.07,"Two quirky, cynical teenaged girls try to figure out what to do with their lives after high school graduation. After they play a prank on an eccentric, middle aged record collector, one of them befriends him, which causes a rift in the girls' friendship.",2001-07-20,16.959,en
8893,Born a Champion,97,7.082,"After a blood- soaked jujitsu match in Dubai, fighting legend Mickey Kelley falls to superstar Blaine. But years later, an online video proves that Blaine cheated, and the world demands a rematch. Can the aging underdog get back into shape in time to vanquish his foe, get revenge, and claim his prize?",2021-01-22,20.972,en
8894,The Caine Mutiny,297,7.184,"When a US Naval captain shows signs of mental instability that jeopardize his ship, the first officer relieves him of command and faces court martial for mutiny.",1954-06-23,16.958,en
8895,The Cleansing Hour,144,6.309,Two millennial entrepreneurs stage elaborate fake exorcisms on social media until one of their girlfriends becomes possessed by a demon.,2020-08-13,16.957,en
8896,Hail the Judge,101,7.2,"Pao Lung-Sing, a descendant of the famous Judge Pao Ching Tient, is a 9th degree corrupt judge who changes his tune when he tries to champion a woman Chi Siu-Lin, who was framed for killing her husband. As a result, Pao is forced to flee and through a series of events becomes a 1st degree judge and comes back to wreak havoc and justice on the guilty.",1994-03-31,16.957,cn
8897,D.E.B.S.,510,6.392,The star of a team of teenage crime fighters falls for the alluring villainess she must bring to justice.,2004-01-21,16.957,en
8898,I Miss Sonia Henie,17,5.765,"One camera in one setting, one attic and eight young directors – the result is a unique Dadaistic collage of seven short sketches. The original task for each filmmaker was to keep each short under three minutes, to set it in one hotel room, and to include the sentence “I miss Sonja Henie."" This experimental film was shot over a single night at the international film festival FEST in Beograd in 1971.",1971-01-20,16.956,sh
8899,Proof of Life,726,6.111,"Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America.",2000-12-08,16.956,en
8900,Scooby-Doo! and the Curse of the 13th Ghost,229,7.941,"Mystery Inc. withdraws from solving crimes after botching a case. When Vincent Van Ghoul contacts the gang about an unfinished investigation from Daphne, Shaggy and Scooby's past, the gang springs into action to finish the job that involves catching the 13th Ghost that escaped from the Chest of Demons and is still at large.",2019-02-05,17.136,en
8901,Demo Trials: The Movie,0,0.0,"From intergalactic space, the people from the galaxy kidnaps Green L to save the world, following with Red M, Thomasson, Teal and Statue. If they don't. Everything would change.",2023-11-24,17.135,en
